Headline,Comment
Headline 1712,"6 weeks PP here and I don’t want to go back to my old job. Looking for a work from home basic job. I.e customer service rep, data entry job etc that is remote. I have to go back to work September latest as I only saved enough to cover my bills..."
Headline 1713,Thoughts on bringing an 8week old to an outdoor concert? We would have quality ear protection but I’m still quite hesitant.
Headline 1714,"Hi there! FTM here, and I was wanting to know, do your breasts eventually go back to “normal” once done breastfeeding baby? Nipple color, areola size, and shrinkage of breast? I went from a steady B36 all the way to an XXL nursing bra."
Headline 1715,"I keep seeing lots of posts here on nap times, wake windows, how much baby is eating, etc.I’m a first time mom and just completely winging this whole thing. 5 weeks today and honestly feeling pretty good. Helps that she’s been sleeping 4-5hr..."
Headline 1716,"My 8 week old was born 5 weeks early and has had trouble gaining weight. For the past 3-4 ish weeks his weight gain has been acceptable but not amazing (6 lbs at birth and 5.7 lbs leaving the hospital now at 8.8lbs), and we’ve been told to not..."
Headline 1717,I think I ate something bad and now have diarrhea. I formula feed my baby and occasionally latch him on to pull some milk out and also feed him about 2 pumped bottles of milk. Is my milk going to affect him? Should I not feed him my breast milk...
Headline 1718,"For like the last 2 weeks baby girl has struggled trying to poo anyone else experiencing this? She is 6 weeks old, we asked her pediatrician at her 4 week appointment and she said as long as she’s going every 2-3 days and it’s soft there’s not..."
Headline 1719,"My baby won’t stay asleep unless it’s past his bedtime. He wakes up like 5 minutes after being taken out of the car seat, even if it’s just sitting there he will be asleep but once he’s taken out he won’t stay asleep. I took him out today cause..."
Headline 1720,"This group has been an abundance of knowledge and support and I wanted to share some of mine with you!With my first baby in 2020, I had bad postpartum anxiety. It got to the point where I couldn’t sleep and I had some scary thoughts. I started..."
Headline 1721,Hi everyone! I was wanting to see what more “affordable” wearable breast pump you all recommend? I’ll be doing a beach day next weekend and would like something I can wear to pump while I’m there.
Headline 1722,"My baby turned 6 weeks today & has been non stop fussing and barely has napped. I’m guessing he’s colicky, what is helpful to do when babies have colic?"
Headline 1723,"Anyone else’s baby have heat rash? My 7 week old has been breaking out in this rash every day for the past week - it’s been hot and humid here, but I’ve mostly kept him inside with AC.. any advice?"
Headline 1724,My twins were sleeping almost through the night. They were waking up between 2-4 and then at 5-7. The last few nights they woke up at 4 and 7:45 (what a dream). We decided to put them to bed an hour earlier and the first night they still woke...
Headline 1725,"What do I do?2mo takes breast only, won’t suck on bottle - pushes it out with her tongue.I have only done tommee tippee bottles, will try other bottles but in the meantime figured I’d see if you all have any advice. She starts daycare Aug 1st,..."
Headline 1726,I just started back to work 2 days a week so I need my baby to take a bottle for the few hours I’m gone. The first day he did alright then second day straight up refused it and today reluctantly ate about an oz broken up and cried inconsolably....
Headline 1727,"Anyone have the misfortune of getting a prolapses uterus? If so, how did your doctor fix it?I felt feeling something in between my legs and when I felt something down there cleaning up I got the courage to look yesterday. Whelp, a ball like..."
Headline 1728,"I'm excited but also nervous because I really want it to work well. I just had my 6 week check-up yesterday and I'm dying to have sex again but my husband doesn't want to risk it or wear a condom in the meantime. Other than our baby, I hate..."
Headline 1729,My LO just turned 7 weeks on Friday and has started taking shorter naps/waking up from naps after 15-20 mins and will only fall back asleep in our arms. In the evening she dozes off and on from probably 7pm until midnight. She’s not inconsolable...
Headline 1730,Hi everyone! My LO is almost 9 weeks. I’m curious how many naps a day your LO is getting and their length?Trying to follow my baby’s cues while beginning to implement a routine for our sanity! He fights day sleep a lot which leads to an overtired...
Headline 1731,The side of my daughters foot started turning red/purplish. Her other one is normal. She doesn’t seem bothered by it but I’m worried because I’ve heard circulation problems show in the feet. Anybody have any insight or similar experiences?
Headline 1732,I’m breastfeeding and supplementing with formula when needed while I get my supply up. The last two days baby doesn’t want to take the breast during some feeds but will take the bottle (with breast milk) and be fussy. We try to burp her and...
Headline 1733,Hi all!My son is almost 8 weeks old (on Tuesday) and for some reason the last week or two he started scream crying after the bath.We do a bath every night as routine and he seems to really enjoy it - always has since he was able to after his...
Headline 1734,"My 6 week old is acting little weird, FTM here, she slept entire morning yesterday and refusing all her feeds l, she barely had her feed ( only 30-40ml every 3 hours). During the night, she only wanted to do contact naps, she will stay awake..."
